#   GrNr    Ngal    Rij(kpc)  size(kpc)  sigm(km/s)  Vmean(km/s) Pmin(ds)   Pmin_avr(ds)
      0       3     2974.37      15.81      95.24   -1301.89     0.0020     0.0100
      1       3      857.58     123.65     220.51   -1953.11     0.0120     0.0160
      2       3     3009.16      11.68      37.15    -656.73     0.0020     0.0033
      3       3      936.79     117.91     849.58   -1518.37     0.0260     0.0700
      4       3     3078.25     145.64     272.61   -1237.09     0.0000     0.0927
      5       3     3441.05     132.56     174.73   -1291.54     0.0460     0.0533
      6       3     3139.28     169.72     223.80     169.76     0.0380     0.0793
      7       3     3818.56     485.11     127.44   -1339.75     0.0280     0.0920
      8       3     2975.72     200.17     201.26    -810.33     0.0000     0.0587
      9       3     1057.57     270.12     186.08     972.71     0.0160     0.1253
     10       3      752.32     186.53     825.56   -1432.01     0.0260     0.0960
     11       3     2016.38      77.46     317.93     638.36     0.0860     0.1000
     12       3      847.49     129.69     115.80    -271.14     0.0060     0.2640
     13       3     2725.04     122.04     171.04     237.40     0.0400     0.0493
     14       3     2038.37     910.22     110.56     363.25     0.0120     0.1120
     15       3      937.99     128.40     508.24    -302.78     0.1340     0.2620
     16       3      383.93      26.17     129.45      60.69     0.0060     0.1133
     17       3     2266.48     301.70     199.26    -696.63     0.0580     0.0787
     18       3      441.48     116.07     792.83    1184.35     0.0260     0.0440
     19       3     1146.43     310.58     254.72   -1499.27     0.0380     0.3153
     20       3     2366.84     928.31     459.68     658.45     0.0460     0.0980
     21       3      742.85     146.22     154.17   -1224.77     0.0100     0.0193
     22       3     1985.06     201.38     681.74     380.37     0.1800     0.2340
     23       3     1391.28     494.35      98.96     584.36     0.0120     0.3387
     24       3     2056.35     473.03     507.10    -713.19     0.1720     0.2807
     25       3     1124.20      81.09     965.41   -1013.06     0.3040     0.4807
     26       3      432.77      80.09     412.06    -326.37     0.1220     0.3140
     27       3      235.44      57.98    1440.28     176.82     0.0820     0.3607
     28       3      359.01     135.11     214.82    -916.28     0.0340     0.2400
     29       3     2207.07     111.23     187.66     470.93     0.0400     0.3613
     30       3      604.66     132.33     357.39    1052.69     0.0540     0.0653
     31       3     2134.11     254.62     181.21     457.39     0.0440     0.2273
     32       5     2742.13     119.26     591.68    -657.27     0.0120     0.3296
     33       3      193.02     168.37     707.78     275.29     0.2880     0.3947
     34       3     2906.85      91.24     412.67    -225.38     0.1180     0.3487
     35       3      951.61     161.61     549.36    -333.94     0.1400     0.2507
     36       3      600.28     202.03    1269.04     249.77     0.2460     0.3387
     37       3     1582.97     319.70     264.55    -868.00     0.0980     0.3733
     38       3     1100.71      20.54     381.38     439.28     0.1220     0.1340
     39       3      805.06     113.38     738.77    -229.60     0.3820     0.3940
     40       4       69.93     150.64     854.28    -410.98     0.2660     0.3765
     41       4      679.12     127.55    1183.35   -1089.64     0.0200     0.3070
     42       3     1051.12     434.34    1329.73     132.99     0.2340     0.3167
     43       3      666.20      99.76     923.23     198.97     0.4380     0.5540
     44       4     1797.67     396.77    1784.26     336.09     0.1960     0.2925
     45       5      446.32     250.96    1434.85    -998.75     0.2640     0.4544
     46       3     1774.82      47.07    1058.19    -808.21     0.4480     0.6953
